2001 CV26 , R ,  6228 ,   178 , 16 3 20.71 -54 26 24.47 , 0 0 0.01   0 0 0.12 , 18.697 , 22.027310937020445
1991 JX ,OR , 16834 ,   894 , 23 42 5.54 0 4 54.88 , 0 0 0.0   0 0 0.0 , 0.0 , 22.156173420760375
1991 JX , I , 18622 ,   894 , 23 50 20.18 0 57 12.96 , 0 0 0.0   0 0 0.0 , 0.0 , 20.5
6743 P-L , J , 10439 ,   676 , 23 4 28.01 -13 53 5.24 , 0 0 0.03   0 0 0.49 , 17.71 , 23.62113751626007
1983 LC , J ,  8626 ,   728 , 16 22 25.82 -12 53 5.86 , 0 0 0.2   0 0 3.06 , 17.213 , 23.5
2021 CK2 , J ,  3938 ,   574 , 12 24 4.19 -20 23 28.97 , 0 2 18.75   0 34 41.21 , 19.855 , 23.5
1992 UY4 ,OR , 15004 ,   456 , 18 6 2.56 -29 19 52.93 , 0 0 0.03   0 0 0.52 , 18.349 , 21.70739599245829
1992 UY4 ,OR , 15057 ,   454 , 17 13 14.64 -27 32 32.28 , 0 0 0.07   0 0 1.02 , 16.328 , 21.843826579239625
1992 UY4 ,OR , 15083 ,   519 , 17 4 47.27 -26 6 10.12 , 0 0 0.07   0 0 1.05 , 16.138 , 21.843826579239625
1990 MU , J ,  2533 ,   291 , 23 20 5.6 -44 17 52.58 , 0 0 0.0   0 0 0.06 , 19.184 , 23.5
1990 MU , I , 12285 ,  295A , 0 53 26.66 -39 18 2.23 , 0 0 0.02   0 0 0.24 , 14.992 , 20.5
1989 QF ,OR , 13394 ,   819 , 22 33 44.27 -4 34 36.59 , 0 0 0.02   0 0 0.23 , 19.49 , 22.083683487038268
1998 VO , J , 12896 ,   763 , 4 0 26.1 -3 44 28.5 , 0 0 0.08   0 0 1.15 , 19.978 , 23.583683487038268
2016 QJ44 ,OR , 16994 ,   627 , 6 38 27.63 -17 10 8.26 , 0 4 23.7   1 5 55.48 , 18.402 , 22.083683487038268
2002 CE ,OR , 12542 ,   647 , 13 11 58.29 -15 41 10.25 , 0 0 0.01   0 0 0.19 , 19.395 , 22.277310937020445
1998 OH ,OR , 11313 ,   888 , 9 51 30.5 0 31 7.5 , 0 0 0.01   0 0 0.15 , 18.042 , 21.95276429888825
1998 OH , J , 11340 ,   890 , 10 17 18.29 -1 17 12.73 , 0 0 0.01   0 0 0.15 , 17.951 , 23.7201140738196
2003 WR21 ,OR , 17781 ,   541 , 1 11 17.2 -20 41 16.44 , 0 0 0.02   0 0 0.35 , 19.638 , 22.0
2004 WS2 , I , 16320 ,   538 , 23 52 30.92 -19 57 49.43 , 0 0 0.03   0 0 0.49 , 19.77 , 20.5
2000 YJ11 ,OR , 14453 ,   232 , 19 26 29.3 -50 45 39.42 , 0 0 0.11   0 0 1.68 , 19.934 , 21.95276429888825
2014 WV363 , I ,  9575 ,   195 , 0 50 37.46 -49 39 31.46 , 0 0 1.44   0 0 21.57 , 16.744 , 20.5
2002 VU94 , J ,  5777 ,   857 , 23 29 21.98 1 35 40.52 , 0 0 0.02   0 0 0.34 , 18.588 , 23.583683487038268
2005 TF49 ,OR , 13394 ,   819 , 22 45 43.64 -2 15 54.76 , 0 0 0.32   0 0 4.83 , 14.001 , 22.083683487038268
2018 YH , I , 16260 ,   668 , 20 11 1.66 -12 27 8.86 , 0 0 0.17   0 0 2.62 , 19.95 , 20.50778533511872
1990 SM ,OR , 13854 ,   233 , 20 8 20.47 -52 10 35.83 , 0 0 0.16   0 0 2.33 , 15.3 , 22.12113751626007
2012 UR136 , I ,  6391 ,   474 , 0 34 58.6 -25 38 37.97 , 0 0 0.3   0 0 4.48 , 18.043 , 20.656173420760375
2002 AM31 , J ,  8531 ,   798 , 15 42 11.49 -7 27 18.43 , 0 0 0.04   0 0 0.64 , 18.941 , 23.5
